
id tname tgrade 1  tgrade 2 tgrade 3 tgrade 4 tfinal grade tapproved

50	Laurel Farley	9.5	4.6	6.0	1.6	5.4	N
51	Allison Kelley	2.3	6.9	1.2	5.8	4.0	N
52	Knight Dillard	3.5	7.2	5.7	5.7	5.5	N
53	Malinda Copeland	1.0	4.1	4.4	2.0	2.9	N
54	Bentley Cook	9.8	9.0	0.5	6.6	6.5	N
55	Stevens Le	2.3	6.9	9.1	9.5	6.9	N
56	Kaitlin Tate	9.0	0.2	5.1	5.1	4.8	N
57	Doyle Holman	0.1	1.8	6.6	9.5	4.5	N
58	Osborne Townsend	8.5	1.3	10.0	7.7	6.9	N
59	Cleveland Ryan	0.1	6.4	8.4	6.4	5.3	N
60	Leann Wise	1.2	1.9	4.2	1.0	2.1	N
61	Velasquez Mooney	0.2	5.8	7.6	1.8	3.9	N
62	Debra Francis	4.4	6.3	0.5	1.6	3.2	N
63	Benita Santana	1.8	2.1	6.7	9.0	4.9	N
64	Randi Hebert	7.8	6.9	3.7	3.6	5.5	N
65	Leach Cash	9.9	9.8	3.6	3.6	6.7	N
66	Chapman Snyder	6.8	7.6	5.4	6.6	6.6	N
67	Gordon Martin	7.3	7.3	4.7	3.8	5.8	N
68	Adele Dickerson	6.2	6.5	6.4	5.1	6.1	N
69	Susie Hopkins	1.5	5.6	7.8	9.0	6.0	N
70	David Lynch	0.5	7.5	4.6	9.2	5.4	N
71	Candy Cantu	9.9	7.4	6.2	6.8	7.6	Y
72	Davidson Whitney	1.0	8.1	4.2	0.6	3.5	N
73	Coffey Nicholson	2.3	9.4	4.8	7.5	6.0	N
74	Esmeralda Mcclain	3.1	2.2	0.5	2.2	2.0	N
75	Claire Schwartz	3.2	9.5	2.7	2.5	4.5	N
76	Garza Medina	3.0	2.5	3.7	4.2	3.3	N
77	Deborah Mckenzie	7.7	9.7	7.4	2.8	6.9	N
78	Dorothy Coleman	3.2	7.4	6.7	8.6	6.5	N
79	Britt Mann	4.5	8.0	4.3	5.0	5.5	N
80	Cherry Hunt	2.0	0.6	6.5	1.5	2.6	N
81	Lola Riggs	1.8	1.3	0.2	4.6	2.0	N
82	Barry Mclean	7.2	8.6	0.9	6.0	5.7	N
83	Hoffman Weiss	9.3	9.4	1.8	5.9	6.6	N
84	Warren Vinson	3.4	4.0	0.3	3.0	2.7	N
85	Duke Richmond	4.0	0.8	5.3	6.3	4.1	N
86	Tabitha Lancaster	2.3	0.4	3.1	0.1	1.5	N
87	Howe Herring	7.3	3.9	7.0	6.1	6.1	N
88	Wilder Dennis	5.5	8.9	1.8	1.1	4.3	N
89	Swanson Parker	1.0	3.5	8.8	7.1	5.1	N
90	Delaney Burks	3.4	6.7	0.8	4.8	3.9	N
91	Rosario Webb	9.2	4.9	3.2	1.0	4.6	N
92	Harrington Gallagher	4.9	0.7	8.9	8.7	5.8	N
93	Wall Baldwin	9.2	1.3	8.3	7.2	6.5	N
94	Rosario Bentley	3.3	2.4	3.3	3.6	3.1	N
95	Davenport Fitzgerald	9.6	8.9	3.4	7.1	7.3	Y
96	Mary Osborne	10.0	7.5	3.4	9.3	7.5	Y
97	Britney Carrillo	6.6	1.6	8.0	6.8	5.8	N
98	Cooper Whitaker	5.7	5.0	5.0	4.7	5.1	N
99	Hickman Glass	8.7	4.8	1.6	2.4	4.4	N
100	Meghan Thomas	0.3	1.7	7.9	4.4	3.6	N
101	Joni Gibson	0.6	3.5	6.4	9.4	5.0	N
102	Ramos Delacruz	2.6	4.1	5.4	1.9	3.5	N
103	Fay Blair	5.2	1.7	4.0	2.8	3.4	N
104	Carolyn Petty	7.8	10.0	5.6	9.2	8.1	Y
105	Clarke Sharpe	2.4	2.0	7.5	7.8	4.9	N
106	Thompson Dean	0.2	1.4	6.2	8.8	4.2	N
107	Alisha Vargas	4.9	2.0	6.8	4.5	4.5	N
108	Torres Giles	7.0	7.8	4.2	3.7	5.7	N
109	Warner Hutchinson	2.6	8.8	3.5	0.1	3.8	N
110	Fischer Contreras	1.6	5.0	6.2	1.5	3.6	N
111	Castillo Sims	6.0	8.6	0.2	8.6	5.8	N
112	Lancaster Parsons	2.6	5.1	6.0	1.6	3.8	N
113	Margarita Juarez	9.9	7.3	1.0	5.4	5.9	N
114	Ila Reilly	5.1	6.7	4.4	6.9	5.8	N
115	Sosa Mcfadden	0.7	4.4	6.2	2.6	3.5	N
116	Burt Merrill	5.0	7.0	7.0	7.7	6.7	N
117	Kellie Durham	4.7	8.9	8.1	3.5	6.3	N
118	Hodges Downs	0.8	6.0	1.5	4.2	3.1	N
119	Lottie Rodgers	8.3	8.3	8.5	6.1	7.8	Y
120	Nunez Carey	3.9	5.5	0.7	6.5	4.2	N
121	Drake Howell	7.1	3.6	6.8	6.7	6.0	N
122	Stevenson Pitts	6.3	4.5	6.5	6.6	6.0	N
123	Sarah Vega	1.3	9.6	7.9	4.6	5.8	N
124	Gilbert Levy	0.5	10.0	8.2	3.0	5.4	N
125	Lorene Ross	9.1	7.8	0.1	4.3	5.3	N
126	Amanda Curtis	3.4	5.9	3.7	5.2	4.5	N
127	Bernard Ellis	5.4	1.8	4.8	8.2	5.0	N
128	Leslie Olsen	7.4	9.4	9.4	2.5	7.2	Y
129	Lindsay James	6.3	3.7	5.6	3.7	4.8	N
130	Stout Morris	8.0	0.8	4.6	8.7	5.5	N
131	Haney Roth	4.1	7.7	4.3	7.8	6.0	N
132	Raquel Gray	0.3	9.8	7.9	9.7	6.9	N
133	Bettie Beach	6.3	5.5	2.9	6.9	5.4	N
134	Goldie Stone	6.8	3.4	6.1	8.4	6.2	N
135	Gallagher Hobbs	3.1	3.0	3.0	2.2	2.8	N
136	Cruz Gallegos	6.5	7.3	8.4	4.4	6.7	N
137	Candace Bowers	1.9	3.5	6.9	1.1	3.4	N
138	Antoinette Mckee	3.6	5.2	8.4	7.7	6.2	N
139	Bobbi Carson	6.5	6.3	7.8	0.7	5.3	N
140	Jeannette Watkins	0.5	10.0	6.1	3.0	4.9	N
141	Carpenter Lane	5.2	0.0	1.7	7.0	3.5	N
142	House Hall	2.7	3.2	2.9	5.0	3.5	N
143	Sawyer Nielsen	1.9	1.7	9.0	3.4	4.0	N
144	Jones Chan	7.3	8.3	1.0	0.3	4.2	N
145	Wilson Lott	4.3	5.9	8.3	7.9	6.6	N
146	Arline Clark	0.1	1.3	4.7	4.7	2.7	N
147	Deana Erickson	5.3	9.2	4.2	9.8	7.1	Y
148	Beverley Wolfe	2.8	5.8	7.8	4.5	5.2	N
149	Lizzie Cotton	0.0	4.5	2.5	6.9	3.5	N
150	Thornton Livingston	9.2	9.0	3.9	6.5	7.1	Y
151	Darcy Cooley	2.9	6.5	7.2	0.7	4.3	N
152	Jamie Henderson	1.2	7.9	7.4	1.9	4.6	N
153	Ina Sanders	2.4	3.9	3.0	2.3	2.9	N
154	Duncan Guerra	0.0	3.4	1.3	9.2	3.5	N
155	Taylor Mcneil	3.3	6.2	1.7	2.5	3.4	N
156	Antonia Flowers	9.8	1.3	1.9	4.7	4.4	N
157	Jayne Kline	1.9	5.7	2.6	3.0	3.3	N
158	Thomas Meyers	9.2	5.8	5.8	1.8	5.7	N
159	Wong Robbins	8.1	9.2	4.9	5.6	6.9	N
160	Ronda Byers	9.2	3.5	8.8	0.9	5.6	N
161	Short Eaton	1.2	6.0	1.5	10.0	4.7	N
162	Vincent Merritt	5.6	4.0	8.4	1.9	5.0	N
163	Randolph Ayala	5.8	6.4	6.7	5.1	6.0	N
164	Morse Bradford	0.2	5.9	2.8	2.7	2.9	N
165	Ashlee Burch	5.1	2.7	2.4	9.0	4.8	N
166	Espinoza Patrick	0.8	3.5	0.0	3.4	1.9	N
167	Sherry Randolph	9.3	3.6	6.9	4.7	6.1	N
168	Sylvia Villarreal	8.8	7.8	1.4	3.1	5.3	N
169	Haynes Galloway	2.0	8.3	0.6	2.2	3.3	N
170	Elizabeth Carter	8.0	4.6	0.8	5.2	4.7	N
171	Millie Cameron	6.8	1.3	6.7	0.5	3.8	N
172	Gwendolyn Noel	2.2	5.3	8.1	5.0	5.2	N
173	Mcguire Gillespie	1.1	7.7	0.4	4.6	3.5	N
174	Justine Singleton	6.3	9.3	9.1	3.1	7.0	N
175	Amie Graves	4.9	2.8	0.5	4.2	3.1	N
176	Rosella Leon	1.2	4.8	2.5	5.3	3.5	N
177	Pierce Foley	5.4	3.5	0.0	1.5	2.6	N
178	Reynolds Powers	3.2	0.0	2.0	8.4	3.4	N
179	Kennedy Reed	5.0	10.0	4.4	6.9	6.6	N
180	Cassie Bender	2.9	4.9	0.7	1.3	2.5	N
181	Patrica Moody	0.3	7.9	4.7	4.2	4.3	N
182	Daniel Howard	3.0	6.4	8.4	9.7	6.9	N
183	Viola Strickland	8.0	9.4	5.8	0.1	5.8	N
184	Cristina Duffy	5.4	7.4	8.1	1.7	5.6	N
185	Hooper Tanner	2.9	2.8	0.5	6.9	3.3	N
186	Tonya Short	4.8	4.2	5.3	9.6	6.0	N
187	Garrett Hansen	0.2	1.3	5.8	7.4	3.7	N
188	Dolores Rosario	4.9	7.0	6.3	7.6	6.4	N
189	Blanchard Mayo	7.8	5.6	7.0	4.3	6.2	N
190	Harriett Emerson	7.7	1.1	0.6	2.0	2.9	N
191	Olson Long	7.6	5.7	0.4	3.5	4.3	N
192	Fields Whitehead	1.8	8.7	9.3	0.0	5.0	N
193	Freeman Stuart	3.6	0.0	0.8	8.2	3.1	N
194	Hester Perry	8.2	6.7	8.6	9.0	8.1	Y
195	Nita Cooper	2.7	4.8	0.4	2.4	2.6	N
196	Sanchez Macias	1.2	9.3	5.9	5.1	5.4	N
197	Patti Smith	2.0	7.7	1.2	8.4	4.8	N
198	Kristen Fischer	4.8	2.7	4.9	0.7	3.3	N
199	Dorsey Neal	2.6	1.7	9.9	5.4	4.9	N
200	Marie Cochran	4.4	1.6	0.5	8.5	3.8	N
201	Kane Roy	8.9	0.7	3.3	9.9	5.7	N
202	Elsa Moreno	4.2	0.1	7.8	9.2	5.3	N
203	Quinn Hood	6.1	3.0	7.4	8.9	6.3	N
204	Elaine Pope	4.8	6.0	2.0	0.5	3.3	N
205	Baxter Aguirre	5.8	5.0	8.3	3.9	5.8	N
206	Reid Schroeder	1.7	8.5	9.7	0.7	5.1	N
207	Clark Hayden	4.2	3.2	6.3	2.8	4.1	N
208	Mcknight Holt	7.3	6.4	0.9	6.9	5.4	N
209	Latisha Guy	9.7	5.7	9.8	5.2	7.6	Y
210	Mccray Sparks	3.1	7.2	6.6	10.0	6.7	N
211	Robert Mccormick	9.4	5.4	1.2	7.4	5.8	N
212	Hancock Wolf	3.7	5.1	1.4	2.2	3.1	N
213	Harriet Chang	7.4	8.0	6.9	8.8	7.8	Y
214	Eula Clemons	5.8	8.3	3.8	7.3	6.3	N
215	Carmella Vaughn	1.0	6.6	8.9	8.4	6.2	N
216	Eva Austin	4.7	0.8	1.7	5.3	3.1	N
217	Delacruz Sheppard	4.7	8.5	2.3	9.3	6.2	N
218	Lucile Mclaughlin	5.2	6.3	8.4	9.8	7.4	Y
219	Frazier Levine	5.2	8.8	5.1	1.5	5.2	N
220	Ginger Mathis	2.8	8.5	9.8	5.3	6.6	N
221	Hunter Harrington	1.8	0.3	9.1	3.7	3.7	N
222	Edwina Hewitt	4.9	0.7	7.1	1.8	3.6	N
223	Jenna Sampson	0.4	6.4	6.6	2.9	4.1	N
224	Rosemary Donovan	0.2	6.7	1.8	2.8	2.9	N
225	Marisa Beasley	4.2	1.8	4.7	5.0	3.9	N
226	Nelson Cantrell	6.6	7.1	6.8	4.1	6.2	N
227	Gibson Drake	9.0	6.5	4.6	5.3	6.4	N
228	Callahan Pennington	0.9	7.6	6.1	3.9	4.6	N
229	Huff Bray	6.8	1.1	0.4	1.0	2.3	N
230	Riggs Mcbride	7.0	4.2	4.5	8.4	6.0	N
231	Lois Hawkins	3.4	0.5	5.5	9.8	4.8	N
232	Chandra Fitzpatrick	5.4	5.2	9.0	2.2	5.5	N
233	Claudine Pace	2.2	4.8	4.6	2.1	3.4	N
234	Roman Holloway	4.6	6.1	9.7	8.1	7.1	Y
235	Kitty Huff	7.4	3.1	7.8	2.8	5.3	N
236	Janna Chambers	3.2	6.4	2.4	3.1	3.8	N
237	Chambers Hendricks	3.9	8.5	7.3	8.4	7.0	Y
238	Chan Slater	5.3	7.5	6.7	0.5	5.0	N
239	Gilliam Rosales	2.0	0.2	8.7	5.6	4.1	N
240	Carney Guerrero	1.9	1.7	3.3	4.1	2.8	N
241	Dennis Richardson	1.8	2.4	9.3	6.4	5.0	N
242	Rosales Newman	8.1	3.3	0.5	9.9	5.4	N
243	Schwartz Houston	6.9	4.6	7.7	4.7	6.0	N
244	Morrison Riddle	7.5	6.1	9.1	9.9	8.2	Y
245	Myra Blanchard	7.4	9.0	0.0	8.2	6.1	N
246	Compton Hickman	4.3	10.0	3.5	5.4	5.8	N
247	Dora Macdonald	2.9	0.1	6.7	2.5	3.0	N
248	Meagan Mueller	8.9	7.1	6.5	4.0	6.6	N
249	Allen Odom	8.6	2.4	2.8	9.4	5.8	N
250	Ramona Byrd	0.5	6.8	8.5	5.3	5.3	N
251	Duran Morgan	2.3	9.1	1.2	5.1	4.4	N
252	Rosalind Mcclure	9.8	4.4	1.4	3.2	4.7	N
253	Carmela Young	4.7	9.4	9.7	0.1	6.0	N
254	Hahn Baxter	0.9	9.8	8.1	5.8	6.2	N
255	Rice Boyd	4.8	1.2	5.3	1.4	3.2	N
256	Blankenship Cannon	5.6	0.3	5.6	2.2	3.4	N
257	Rivas Hester	7.8	5.7	2.1	3.3	4.7	N
258	Richardson Wells	9.3	0.2	7.9	4.4	5.4	N
259	Glover Franks	3.2	7.8	2.4	7.6	5.3	N
260	Holmes Wyatt	5.7	8.5	0.9	8.8	6.0	N
261	Beasley Foreman	5.3	9.5	5.7	1.5	5.5	N
262	Howell Clay	2.5	0.2	5.3	2.1	2.5	N
263	Ware Rocha	4.2	8.5	6.6	1.9	5.3	N
264	Mari Richards	8.4	7.2	7.7	6.7	7.5	Y
265	Jodie Faulkner	9.6	2.5	2.1	9.8	6.0	N
266	Bender Horton	2.9	8.3	8.3	8.6	7.0	Y
267	Conway Obrien	1.9	7.9	8.5	9.3	6.9	N
268	Alicia Snider	7.9	4.4	5.4	1.6	4.8	N
269	Henson Bridges	7.0	4.3	3.6	2.6	4.4	N
270	Beatrice Barry	9.3	7.5	0.3	7.3	6.1	N
271	Dawson Paul	5.1	0.1	5.1	4.3	3.6	N
272	Edna Hays	1.8	8.3	9.1	5.3	6.1	N
273	Herrera Rodriquez	1.9	7.7	0.4	4.7	3.7	N
274	Harrell Hayes	5.3	3.0	8.5	10.0	6.7	N
275	Morrow Hatfield	3.7	2.7	0.9	7.6	3.7	N
276	Crane Kelly	2.2	8.3	7.0	10.0	6.9	N
277	Curry Rollins	0.8	5.6	0.0	9.2	3.9	N
278	Smith Davidson	6.5	1.1	5.2	8.6	5.3	N
279	Joyce Clements	0.9	4.4	7.2	3.3	4.0	N
280	Stacey Miller	3.7	1.3	8.1	3.1	4.0	N
281	Gibbs Lamb	6.9	2.7	5.5	7.8	5.7	N
282	Hays Griffin	7.0	2.0	0.8	8.2	4.5	N
283	Rena Cole	0.3	5.6	3.0	6.6	3.9	N
284	Sara Cline	4.7	4.5	3.8	8.9	5.5	N
285	Isabel Burris	4.0	3.4	3.4	3.9	3.7	N
286	Stephens Albert	3.9	1.6	9.7	6.9	5.5	N
287	Browning Saunders	1.0	3.1	0.7	10.0	3.7	N
288	Leon Russell	9.7	4.2	5.5	7.9	6.8	N
289	Greene Ball	7.4	2.9	2.5	7.1	5.0	N
290	Francis Hartman	1.5	3.2	2.0	1.9	2.1	N
291	Bates Goff	3.9	2.9	1.9	6.4	3.8	N
292	Levine Garza	5.5	6.8	1.3	6.1	4.9	N
293	Chase Brown	1.7	3.2	1.1	9.3	3.8	N
294	Mcclure Tucker	8.3	7.8	4.8	5.1	6.5	N
295	Odonnell Poole	3.7	2.2	4.0	0.3	2.6	N
296	Terra Dominguez	0.5	1.9	1.1	6.2	2.4	N
297	Kelly Higgins	9.8	3.8	9.6	2.9	6.5	N
298	Hubbard Lowery	5.1	5.0	2.6	4.9	4.4	N
299	Finley Boone	4.1	8.5	4.0	4.9	5.4	N
300	Phelps Mcgee	7.5	8.3	1.5	0.5	4.5	N
301	Talley Gomez	0.0	9.7	8.6	4.6	5.7	N
302	Odom Moon	1.3	8.6	2.0	7.8	4.9	N
303	Day Gill	4.5	1.1	4.4	3.2	3.3	N
304	Young Trevino	2.5	2.3	2.7	0.3	1.9	N
305	Langley Conley	5.9	2.7	0.2	6.8	3.9	N
306	Sutton Henson	8.3	6.4	5.4	7.2	6.8	N
307	Valentine Jennings	8.9	7.1	2.6	0.8	4.9	N
308	Green Patterson	0.3	0.7	5.0	5.4	2.9	N
309	Lelia Porter	3.7	0.2	6.3	4.9	3.8	N
310	Gregory Jimenez	7.7	5.4	0.8	0.1	3.5	N
311	Riley Richard	6.4	9.7	6.5	9.2	8.0	Y
312	Isabella Kaufman	5.1	5.5	1.0	8.0	4.9	N
313	Fleming Bullock	1.5	2.4	7.6	1.4	3.2	N
314	Josefina Mcdowell	0.7	8.3	7.7	4.5	5.3	N
315	Jenkins Mccoy	3.1	2.2	9.4	7.7	5.6	N
316	Snyder Mullen	9.3	2.5	5.6	1.7	4.8	N
317	Fitzpatrick Battle	1.6	3.1	3.4	5.6	3.4	N
318	Beard Roman	9.6	5.8	6.6	6.6	7.2	Y
319	Aguirre Olson	7.7	3.5	9.7	1.2	5.5	N
320	Georgette Vazquez	6.3	1.8	6.5	5.9	5.1	N
321	Margaret Zimmerman	8.1	3.8	0.3	7.7	5.0	N
322	Maryann Gross	6.9	0.0	7.5	8.5	5.7	N
323	Imelda Gregory	2.2	3.5	5.6	3.9	3.8	N
324	Kasey Bright	2.4	2.2	9.4	8.3	5.6	N
325	Wanda Tyler	7.8	8.2	1.4	3.5	5.2	N
326	Cornelia Britt	5.4	1.7	4.2	6.2	4.4	N
327	Michele Justice	3.9	2.2	8.6	8.9	5.9	N
328	Flowers Callahan	0.9	0.5	9.2	4.6	3.8	N
329	Blackwell Vincent	2.1	9.2	9.9	4.8	6.5	N
330	Gwen Gonzalez	6.2	5.6	4.3	2.9	4.8	N
331	Yang Stanton	3.5	0.2	4.8	6.1	3.6	N
332	Lily Gordon	4.6	8.6	8.5	3.1	6.2	N
333	Contreras Snow	0.2	9.5	0.0	8.3	4.5	N
334	Hazel Ratliff	2.5	8.2	0.8	6.6	4.5	N
335	Charlotte Forbes	4.8	9.8	2.4	5.6	5.7	N
336	Munoz Mcfarland	1.7	3.3	8.3	4.8	4.5	N
337	Darla Adams	4.5	5.2	8.2	4.2	5.5	N
338	Monroe Reeves	9.1	2.7	4.6	2.1	4.6	N
339	Nina Duran	3.2	2.3	9.0	8.0	5.6	N
340	Elma David	0.0	8.1	3.9	8.1	5.0	N
341	Gracie Jarvis	4.6	7.6	4.3	1.7	4.5	N
342	Weber Murphy	5.7	7.2	4.7	6.2	6.0	N
343	Mckay Garner	6.8	0.7	3.0	1.7	3.0	N
344	Glenda Williamson	8.9	7.6	5.3	3.3	6.3	N
345	Sampson Garrett	0.0	6.9	6.2	7.5	5.2	N
346	Summer Dawson	6.5	3.9	5.8	6.9	5.8	N
347	Delgado Cain	4.0	4.6	7.0	4.2	5.0	N
348	Leta Wallace	2.2	0.7	4.6	0.6	2.0	N
349	Adkins Stephenson	3.1	5.0	2.0	8.4	4.6	N
350	Willie Sherman	6.6	4.8	6.8	1.6	5.0	N
351	Mandy Warner	7.7	5.9	7.3	9.0	7.5	Y
352	Alba Oneal	8.5	6.1	9.3	7.9	7.9	Y
353	Rebecca Knox	8.7	4.3	7.1	5.1	6.3	N
354	Carver Ferguson	5.8	8.0	7.8	8.3	7.5	Y
355	Lane Serrano	7.0	2.8	1.0	3.6	3.6	N
356	Andrews Walter	3.2	2.6	7.1	6.6	4.9	N
357	Cheri Ashley	9.1	5.1	3.5	2.5	5.0	N
358	Janet Fleming	2.2	1.0	4.5	8.8	4.1	N
359	Monique Joseph	9.1	2.1	0.7	6.7	4.6	N
360	Townsend Valenzuela	3.4	0.6	8.8	5.5	4.6	N
361	Roth Phillips	3.9	8.0	2.6	3.3	4.5	N
362	Stein Washington	7.8	9.7	0.6	3.1	5.3	N
363	Trujillo Manning	2.4	0.9	10.0	5.8	4.8	N
364	Mack Bruce	9.4	10.0	5.0	7.5	8.0	Y
365	Tameka Gilbert	7.0	5.4	1.8	2.5	4.2	N
366	Claudette Lawrence	6.1	4.4	0.4	0.2	2.8	N
367	Charles Hunter	5.9	9.3	0.3	4.6	5.0	N
368	Melissa Bauer	6.3	0.3	6.4	4.2	4.3	N
369	Guadalupe Cohen	9.5	4.3	9.8	0.7	6.1	N
370	Alisa Hart	4.1	9.2	6.0	2.7	5.5	N
371	Sharpe Blackburn	8.6	6.9	4.6	7.4	6.9	N
372	Gaines Nelson	7.2	0.5	4.7	0.9	3.3	N
373	Nettie Greene	8.2	5.5	0.7	7.1	5.4	N
374	Johnnie Warren	1.6	5.0	8.8	4.1	4.9	N
375	Rosetta York	1.0	6.4	1.2	2.3	2.7	N
376	Debora Sellers	9.2	7.8	5.9	0.3	5.8	N
377	Lynn Ingram	6.6	2.1	3.9	1.0	3.4	N
378	Moody Armstrong	1.4	4.7	6.4	9.3	5.5	N
379	Brandie Whitley	5.2	6.3	8.4	3.7	5.9	N
380	Cummings Acevedo	5.2	8.1	9.8	8.7	8.0	Y
381	Dickerson Glenn	0.7	1.4	4.5	4.9	2.9	N
382	Vasquez Talley	9.1	3.9	6.4	8.3	6.9	N
383	Laurie Leonard	9.7	1.2	6.4	2.2	4.9	N
384	Brandy Stout	4.2	8.7	6.0	7.9	6.7	N
385	Duffy Potter	8.7	4.3	9.2	7.8	7.5	Y
386	Love Silva	1.6	2.4	8.1	0.8	3.2	N
387	Hopper Woodward	7.5	7.1	7.1	6.1	6.9	N
388	Fox Sykes	5.9	9.5	0.4	3.0	4.7	N
389	Carey Dorsey	0.3	5.7	4.0	8.0	4.5	N
390	Stella Kerr	6.9	2.1	2.8	4.1	4.0	N
391	Eugenia Gibbs	7.8	5.2	3.6	6.4	5.8	N
392	Freda Berry	1.0	5.7	7.3	2.7	4.2	N
393	Baldwin Morin	0.3	5.0	2.4	7.8	3.9	N
394	Hart Gentry	0.1	6.8	3.2	6.3	4.1	N
395	Leah Gardner	2.8	4.5	2.7	0.4	2.6	N
396	Beverly Sweet	5.6	1.6	2.8	9.4	4.8	N
397	Petty Kidd	0.7	4.0	5.6	9.5	5.0	N
398	Cox Salas	4.2	5.8	2.4	6.2	4.7	N
399	Alexis Jordan	5.1	9.9	9.3	6.3	7.7	Y
400	Barr Yang	7.7	0.8	7.5	2.5	4.6	N
401	Anna Santiago	3.8	0.4	5.9	0.4	2.6	N
402	Ericka George	0.4	1.4	1.6	1.2	1.1	N
403	Harris Frazier	1.0	1.9	2.1	4.1	2.3	N
404	Dunn Mendez	0.8	0.3	4.9	8.6	3.6	N
405	Moran Jackson	8.2	6.4	4.4	5.6	6.2	N
406	Williamson Harper	1.0	6.9	9.1	6.4	5.8	N
407	Pickett Church	7.7	9.9	9.1	0.3	6.8	N
408	Owen Gilmore	5.9	0.3	8.6	8.0	5.7	N
409	Rhea Horne	2.2	6.8	5.6	2.3	4.2	N
410	Palmer Hinton	0.6	2.1	9.7	0.1	3.1	N
411	Merrill Prince	8.1	0.3	4.0	9.9	5.6	N
412	Kelsey Barnett	10.0	9.4	0.9	4.6	6.2	N
413	Vera Woodard	9.9	3.7	5.6	1.6	5.2	N
414	Hester Camacho	2.8	1.5	5.9	6.0	4.0	N
415	Boyd Savage	4.8	3.5	8.4	6.6	5.8	N
416	Pansy Sharp	9.7	5.2	8.1	2.7	6.4	N
417	Leona Scott	7.1	8.1	2.5	7.9	6.4	N
418	Alexander Shepard	2.2	3.2	9.0	5.3	4.9	N
419	Mays Keller	2.7	6.6	3.5	6.2	4.8	N
420	Lester Pratt	8.4	7.4	9.8	2.6	7.1	Y
421	Brittany Calhoun	1.9	1.0	7.9	8.5	4.8	N
422	Sloan Larson	0.9	4.3	6.1	3.7	3.8	N
423	Edwards Mccarty	1.4	6.2	5.8	6.9	5.1	N
424	Whitney Horn	9.9	6.6	7.8	8.0	8.1	Y
425	Byrd Frank	9.3	10.0	6.9	4.8	7.8	Y
426	Solis Martinez	5.5	2.1	2.3	9.8	4.9	N
